slug,market_id,question,winner,start_unix,end_unix,start_iso,end_iso,closed,active,archived,endDate,closedTime,outcomes,outcomePrices,volume,liquidity,url
btc-updown-5m-1774526400,1716019,"Bitcoin Up or Down - March 26, 8:00AM-8:05AM ET",Up,1774526400,1774526700,2026-03-26T12:00:00.000Z,2026-03-26T12:05:00.000Z,true,true,false,2026-03-26T12:05:00Z,2026-03-26 12:05:23+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774526400
btc-updown-5m-1774526700,1716035,"Bitcoin Up or Down - March 26, 8:05AM-8:10AM ET",Up,1774526700,1774527000,2026-03-26T12:05:00.000Z,2026-03-26T12:10:00.000Z,true,true,false,2026-03-26T12:10:00Z,2026-03-26 12:10:21+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774526700
btc-updown-5m-1774527000,1716049,"Bitcoin Up or Down - March 26, 8:10AM-8:15AM ET",Up,1774527000,1774527300,2026-03-26T12:10:00.000Z,2026-03-26T12:15:00.000Z,true,true,false,2026-03-26T12:15:00Z,2026-03-26 12:15:21+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774527000
btc-updown-5m-1774527300,1716094,"Bitcoin Up or Down - March 26, 8:15AM-8:20AM ET",Down,1774527300,1774527600,2026-03-26T12:15:00.000Z,2026-03-26T12:20:00.000Z,true,true,false,2026-03-26T12:20:00Z,2026-03-26 12:20:45+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774527300
btc-updown-5m-1774527600,1716120,"Bitcoin Up or Down - March 26, 8:20AM-8:25AM ET",Down,1774527600,1774527900,2026-03-26T12:20:00.000Z,2026-03-26T12:25:00.000Z,true,true,false,2026-03-26T12:25:00Z,2026-03-26 12:25:25+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774527600
btc-updown-5m-1774527900,1716142,"Bitcoin Up or Down - March 26, 8:25AM-8:30AM ET",Up,1774527900,1774528200,2026-03-26T12:25:00.000Z,2026-03-26T12:30:00.000Z,true,true,false,2026-03-26T12:30:00Z,2026-03-26 12:30:23+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774527900
btc-updown-5m-1774528200,1716148,"Bitcoin Up or Down - March 26, 8:30AM-8:35AM ET",Down,1774528200,1774528500,2026-03-26T12:30:00.000Z,2026-03-26T12:35:00.000Z,true,true,false,2026-03-26T12:35:00Z,2026-03-26 12:35:31+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774528200
btc-updown-5m-1774528500,1716186,"Bitcoin Up or Down - March 26, 8:35AM-8:40AM ET",Up,1774528500,1774528800,2026-03-26T12:35:00.000Z,2026-03-26T12:40:00.000Z,true,true,false,2026-03-26T12:40:00Z,2026-03-26 12:40:29+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774528500
btc-updown-5m-1774528800,1716196,"Bitcoin Up or Down - March 26, 8:40AM-8:45AM ET",Up,1774528800,1774529100,2026-03-26T12:40:00.000Z,2026-03-26T12:45:00.000Z,true,true,false,2026-03-26T12:45:00Z,2026-03-26 12:45:25+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774528800
btc-updown-5m-1774529100,1716224,"Bitcoin Up or Down - March 26, 8:45AM-8:50AM ET",Up,1774529100,1774529400,2026-03-26T12:45:00.000Z,2026-03-26T12:50:00.000Z,true,true,false,2026-03-26T12:50:00Z,2026-03-26 12:50:23+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774529100
btc-updown-5m-1774529400,1716226,"Bitcoin Up or Down - March 26, 8:50AM-8:55AM ET",Up,1774529400,1774529700,2026-03-26T12:50:00.000Z,2026-03-26T12:55:00.000Z,true,true,false,2026-03-26T12:55:00Z,2026-03-26 12:55:53+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774529400
btc-updown-5m-1774529700,1716257,"Bitcoin Up or Down - March 26, 8:55AM-9:00AM ET",Up,1774529700,1774530000,2026-03-26T12:55:00.000Z,2026-03-26T13:00:00.000Z,true,true,false,2026-03-26T13:00:00Z,2026-03-26 13:00:49+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774529700
btc-updown-5m-1774530000,1716390,"Bitcoin Up or Down - March 26, 9:00AM-9:05AM ET",Up,1774530000,1774530300,2026-03-26T13:00:00.000Z,2026-03-26T13:05:00.000Z,true,true,false,2026-03-26T13:05:00Z,2026-03-26 13:06:15+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774530000
btc-updown-5m-1774530300,1716427,"Bitcoin Up or Down - March 26, 9:05AM-9:10AM ET",Up,1774530300,1774530600,2026-03-26T13:05:00.000Z,2026-03-26T13:10:00.000Z,true,true,false,2026-03-26T13:10:00Z,2026-03-26 13:10:45+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774530300
btc-updown-5m-1774530600,1716435,"Bitcoin Up or Down - March 26, 9:10AM-9:15AM ET",Down,1774530600,1774530900,2026-03-26T13:10:00.000Z,2026-03-26T13:15:00.000Z,true,true,false,2026-03-26T13:15:00Z,2026-03-26 13:15:23+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774530600
btc-updown-5m-1774530900,1716469,"Bitcoin Up or Down - March 26, 9:15AM-9:20AM ET",Down,1774530900,1774531200,2026-03-26T13:15:00.000Z,2026-03-26T13:20:00.000Z,true,true,false,2026-03-26T13:20:00Z,2026-03-26 13:20:33+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774530900
btc-updown-5m-1774531200,1716497,"Bitcoin Up or Down - March 26, 9:20AM-9:25AM ET",Down,1774531200,1774531500,2026-03-26T13:20:00.000Z,2026-03-26T13:25:00.000Z,true,true,false,2026-03-26T13:25:00Z,2026-03-26 13:25:25+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774531200
btc-updown-5m-1774531500,1716512,"Bitcoin Up or Down - March 26, 9:25AM-9:30AM ET",Down,1774531500,1774531800,2026-03-26T13:25:00.000Z,2026-03-26T13:30:00.000Z,true,true,false,2026-03-26T13:30:00Z,2026-03-26 13:30:35+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774531500
btc-updown-5m-1774531800,1716532,"Bitcoin Up or Down - March 26, 9:30AM-9:35AM ET",Down,1774531800,1774532100,2026-03-26T13:30:00.000Z,2026-03-26T13:35:00.000Z,true,true,false,2026-03-26T13:35:00Z,2026-03-26 13:35:29+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774531800
btc-updown-5m-1774532100,1716563,"Bitcoin Up or Down - March 26, 9:35AM-9:40AM ET",Up,1774532100,1774532400,2026-03-26T13:35:00.000Z,2026-03-26T13:40:00.000Z,true,true,false,2026-03-26T13:40:00Z,2026-03-26 13:40:41+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774532100
btc-updown-5m-1774532400,1716574,"Bitcoin Up or Down - March 26, 9:40AM-9:45AM ET",Up,1774532400,1774532700,2026-03-26T13:40:00.000Z,2026-03-26T13:45:00.000Z,true,true,false,2026-03-26T13:45:00Z,2026-03-26 13:45:31+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774532400
btc-updown-5m-1774532700,1716602,"Bitcoin Up or Down - March 26, 9:45AM-9:50AM ET",Up,1774532700,1774533000,2026-03-26T13:45:00.000Z,2026-03-26T13:50:00.000Z,true,true,false,2026-03-26T13:50:00Z,2026-03-26 13:50:23+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774532700
btc-updown-5m-1774533000,1716611,"Bitcoin Up or Down - March 26, 9:50AM-9:55AM ET",Up,1774533000,1774533300,2026-03-26T13:50:00.000Z,2026-03-26T13:55:00.000Z,true,true,false,2026-03-26T13:55:00Z,2026-03-26 13:55:45+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774533000
btc-updown-5m-1774533300,1716636,"Bitcoin Up or Down - March 26, 9:55AM-10:00AM ET",Down,1774533300,1774533600,2026-03-26T13:55:00.000Z,2026-03-26T14:00:00.000Z,true,true,false,2026-03-26T14:00:00Z,2026-03-26 14:00:45+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774533300
btc-updown-5m-1774533600,1716765,"Bitcoin Up or Down - March 26, 10:00AM-10:05AM ET",Up,1774533600,1774533900,2026-03-26T14:00:00.000Z,2026-03-26T14:05:00.000Z,true,true,false,2026-03-26T14:05:00Z,2026-03-26 14:05:23+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774533600
btc-updown-5m-1774533900,1716803,"Bitcoin Up or Down - March 26, 10:05AM-10:10AM ET",Down,1774533900,1774534200,2026-03-26T14:05:00.000Z,2026-03-26T14:10:00.000Z,true,true,false,2026-03-26T14:10:00Z,2026-03-26 14:10:23+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774533900
btc-updown-5m-1774534200,1716807,"Bitcoin Up or Down - March 26, 10:10AM-10:15AM ET",Down,1774534200,1774534500,2026-03-26T14:10:00.000Z,2026-03-26T14:15:00.000Z,true,true,false,2026-03-26T14:15:00Z,2026-03-26 14:15:25+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774534200
btc-updown-5m-1774534500,1716842,"Bitcoin Up or Down - March 26, 10:15AM-10:20AM ET",Down,1774534500,1774534800,2026-03-26T14:15:00.000Z,2026-03-26T14:20:00.000Z,true,true,false,2026-03-26T14:20:00Z,2026-03-26 14:20:31+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774534500
btc-updown-5m-1774534800,1716867,"Bitcoin Up or Down - March 26, 10:20AM-10:25AM ET",Up,1774534800,1774535100,2026-03-26T14:20:00.000Z,2026-03-26T14:25:00.000Z,true,true,false,2026-03-26T14:25:00Z,2026-03-26 14:25:27+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774534800
btc-updown-5m-1774535100,1716910,"Bitcoin Up or Down - March 26, 10:25AM-10:30AM ET",Up,1774535100,1774535400,2026-03-26T14:25:00.000Z,2026-03-26T14:30:00.000Z,true,true,false,2026-03-26T14:30:00Z,2026-03-26 14:30:25+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774535100
btc-updown-5m-1774535400,1716923,"Bitcoin Up or Down - March 26, 10:30AM-10:35AM ET",Up,1774535400,1774535700,2026-03-26T14:30:00.000Z,2026-03-26T14:35:00.000Z,true,true,false,2026-03-26T14:35:00Z,2026-03-26 14:35:23+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774535400
btc-updown-5m-1774535700,1716960,"Bitcoin Up or Down - March 26, 10:35AM-10:40AM ET",Down,1774535700,1774536000,2026-03-26T14:35:00.000Z,2026-03-26T14:40:00.000Z,true,true,false,2026-03-26T14:40:00Z,2026-03-26 14:40:23+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774535700
btc-updown-5m-1774536000,1716965,"Bitcoin Up or Down - March 26, 10:40AM-10:45AM ET",Down,1774536000,1774536300,2026-03-26T14:40:00.000Z,2026-03-26T14:45:00.000Z,true,true,false,2026-03-26T14:45:00Z,2026-03-26 14:45:31+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774536000
btc-updown-5m-1774536300,1716982,"Bitcoin Up or Down - March 26, 10:45AM-10:50AM ET",Down,1774536300,1774536600,2026-03-26T14:45:00.000Z,2026-03-26T14:50:00.000Z,true,true,false,2026-03-26T14:50:00Z,2026-03-26 14:50:45+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774536300
btc-updown-5m-1774536600,1716991,"Bitcoin Up or Down - March 26, 10:50AM-10:55AM ET",Down,1774536600,1774536900,2026-03-26T14:50:00.000Z,2026-03-26T14:55:00.000Z,true,true,false,2026-03-26T14:55:00Z,2026-03-26 14:55:23+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774536600
btc-updown-5m-1774536900,1717024,"Bitcoin Up or Down - March 26, 10:55AM-11:00AM ET",Up,1774536900,1774537200,2026-03-26T14:55:00.000Z,2026-03-26T15:00:00.000Z,true,true,false,2026-03-26T15:00:00Z,2026-03-26 15:00:23+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774536900
btc-updown-5m-1774537200,1717148,"Bitcoin Up or Down - March 26, 11:00AM-11:05AM ET",Down,1774537200,1774537500,2026-03-26T15:00:00.000Z,2026-03-26T15:05:00.000Z,true,true,false,2026-03-26T15:05:00Z,2026-03-26 15:05:21+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774537200
btc-updown-5m-1774537500,1717170,"Bitcoin Up or Down - March 26, 11:05AM-11:10AM ET",Down,1774537500,1774537800,2026-03-26T15:05:00.000Z,2026-03-26T15:10:00.000Z,true,true,false,2026-03-26T15:10:00Z,2026-03-26 15:10:23+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774537500
btc-updown-5m-1774537800,1717182,"Bitcoin Up or Down - March 26, 11:10AM-11:15AM ET",Down,1774537800,1774538100,2026-03-26T15:10:00.000Z,2026-03-26T15:15:00.000Z,true,true,false,2026-03-26T15:15:00Z,2026-03-26 15:16:35+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774537800
btc-updown-5m-1774538100,1717219,"Bitcoin Up or Down - March 26, 11:15AM-11:20AM ET",Down,1774538100,1774538400,2026-03-26T15:15:00.000Z,2026-03-26T15:20:00.000Z,true,true,false,2026-03-26T15:20:00Z,2026-03-26 15:20:43+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774538100
btc-updown-5m-1774538400,1717236,"Bitcoin Up or Down - March 26, 11:20AM-11:25AM ET",Up,1774538400,1774538700,2026-03-26T15:20:00.000Z,2026-03-26T15:25:00.000Z,true,true,false,2026-03-26T15:25:00Z,2026-03-26 15:25:45+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774538400
btc-updown-5m-1774538700,1717298,"Bitcoin Up or Down - March 26, 11:25AM-11:30AM ET",Up,1774538700,1774539000,2026-03-26T15:25:00.000Z,2026-03-26T15:30:00.000Z,true,true,false,2026-03-26T15:30:00Z,2026-03-26 15:30:25+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774538700
btc-updown-5m-1774539000,1717327,"Bitcoin Up or Down - March 26, 11:30AM-11:35AM ET",Down,1774539000,1774539300,2026-03-26T15:30:00.000Z,2026-03-26T15:35:00.000Z,true,true,false,2026-03-26T15:35:00Z,2026-03-26 15:35:23+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774539000
btc-updown-5m-1774539300,1717364,"Bitcoin Up or Down - March 26, 11:35AM-11:40AM ET",Up,1774539300,1774539600,2026-03-26T15:35:00.000Z,2026-03-26T15:40:00.000Z,true,true,false,2026-03-26T15:40:00Z,2026-03-26 15:40:37+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774539300
btc-updown-5m-1774539600,1717372,"Bitcoin Up or Down - March 26, 11:40AM-11:45AM ET",Up,1774539600,1774539900,2026-03-26T15:40:00.000Z,2026-03-26T15:45:00.000Z,true,true,false,2026-03-26T15:45:00Z,2026-03-26 15:45:27+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774539600
btc-updown-5m-1774539900,1717376,"Bitcoin Up or Down - March 26, 11:45AM-11:50AM ET",Up,1774539900,1774540200,2026-03-26T15:45:00.000Z,2026-03-26T15:50:00.000Z,true,true,false,2026-03-26T15:50:00Z,2026-03-26 15:50:27+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774539900
btc-updown-5m-1774540200,1717392,"Bitcoin Up or Down - March 26, 11:50AM-11:55AM ET",Up,1774540200,1774540500,2026-03-26T15:50:00.000Z,2026-03-26T15:55:00.000Z,true,true,false,2026-03-26T15:55:00Z,2026-03-26 15:55:19+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774540200
btc-updown-5m-1774540500,1717643,"Bitcoin Up or Down - March 26, 11:55AM-12:00PM ET",Down,1774540500,1774540800,2026-03-26T15:55:00.000Z,2026-03-26T16:00:00.000Z,true,true,false,2026-03-26T16:00:00Z,2026-03-26 16:00:37+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774540500
btc-updown-5m-1774540800,1717775,"Bitcoin Up or Down - March 26, 12:00PM-12:05PM ET",Down,1774540800,1774541100,2026-03-26T16:00:00.000Z,2026-03-26T16:05:00.000Z,true,true,false,2026-03-26T16:05:00Z,2026-03-26 16:05:23+00,Up|Down,0|1,,,https://polymarket.com/event/btc-updown-5m-1774540800
btc-updown-5m-1774541100,1717813,"Bitcoin Up or Down - March 26, 12:05PM-12:10PM ET",Up,1774541100,1774541400,2026-03-26T16:05:00.000Z,2026-03-26T16:10:00.000Z,true,true,false,2026-03-26T16:10:00Z,2026-03-26 16:10:25+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774541100
btc-updown-5m-1774541400,1717825,"Bitcoin Up or Down - March 26, 12:10PM-12:15PM ET",Up,1774541400,1774541700,2026-03-26T16:10:00.000Z,2026-03-26T16:15:00.000Z,true,true,false,2026-03-26T16:15:00Z,2026-03-26 16:15:27+00,Up|Down,1|0,,,https://polymarket.com/event/btc-updown-5m-1774541400
